,type,image_name,sharpness,illumination,quality_score,category
0,real_A,0001_real_A.png,38.965290859382485,0.5,19.482645429691242,1
1,real_A,0002_real_A.png,20.564283014640736,0.5,10.282141507320368,1
2,real_A,0003_real_A.png,28.31122059309686,0.625,17.694512870685536,1
3,real_A,0004_real_A.png,19.839370217977304,0.25,4.959842554494326,3
4,real_A,0005_real_A.png,24.686709200033583,0.6875,16.97211257502309,1
5,real_A,0006_real_A.png,29.320997288984426,0.625,18.325623305615267,1
6,real_A,0007_real_A.png,23.05911416715859,0.4375,10.088362448131884,1
7,real_A,0008_real_A.png,26.075750413595244,0.6875,17.92707840934673,1
8,real_A,0009_real_A.png,24.932508011300964,0.4375,10.907972254944172,1
9,real_A,0010_real_A.png,16.98923496721666,0.5625,9.55644466905937,2
10,real_A,0011_real_A.png,27.417644801937566,0.5625,15.422425201089881,1
11,real_A,0012_real_A.png,26.63333254318529,0.625,16.645832839490808,1
12,real_A,0013_real_A.png,21.35409446708795,0.4375,9.342416329350979,2
13,real_A,0014_real_A.png,24.43658046917264,0.5625,13.74557651390961,1
14,real_A,0015_real_A.png,18.438008165803502,0.4375,8.066628572539033,2
15,real_A,0016_real_A.png,18.675697555539095,0.625,11.672310972211935,1
16,real_A,0017_real_A.png,24.679069765853598,0.375,9.254651162195099,2
17,real_A,0018_real_A.png,21.784172179067514,0.4375,9.530575328342037,2
18,real_A,0019_real_A.png,19.02479793007903,0.375,7.134299223779635,2
19,real_A,0020_real_A.png,18.79708603175653,0.3125,5.874089384923915,3
20,real_A,0021_real_A.png,36.23802548060296,0.5,18.11901274030148,1
21,real_A,0022_real_A.png,24.801284120892575,0.5625,13.950722318002073,1
22,real_A,0023_real_A.png,17.094794231376778,0.1875,3.2052739183831456,3
23,real_A,0024_real_A.png,18.47545808905464,0.375,6.92829678339549,2
24,real_A,0025_real_A.png,25.415664030719423,0.625,15.88479001919964,1
25,real_A,0026_real_A.png,20.458591414357006,0.4375,8.95063374378119,2
26,real_A,0027_real_A.png,27.43061713963938,0.4375,12.00089499859223,1
27,real_A,0028_real_A.png,21.073810180518603,0.375,7.9026788176944756,2
28,real_A,0029_real_A.png,27.39555891320504,0.5,13.69777945660252,1
29,real_A,0030_real_A.png,16.766900796224228,0.3125,5.239656498820072,3
30,real_A,0031_real_A.png,18.890584092943733,0.5,9.445292046471867,2
31,real_A,0032_real_A.png,13.506870681431714,0.0,0.0,4
32,real_A,0033_real_A.png,22.352088221839598,0.75,16.7640661663797,1
33,real_A,0034_real_A.png,20.480257622663398,0.4375,8.960112709915236,2
34,real_A,0035_real_A.png,24.68461864005842,0.625,15.427886650036513,1
35,real_A,0036_real_A.png,25.156618199407315,0.25,6.289154549851829,2
36,real_A,0037_real_A.png,19.011503103178367,0.375,7.129313663691887,2
37,real_A,0038_real_A.png,21.797432972082103,0.4375,9.53637692528592,2
38,real_A,0039_real_A.png,25.98691050035649,0.625,16.241819062722808,1
39,real_A,0040_real_A.png,18.689873435996912,0.25,4.672468358999228,3
40,real_A,0041_real_A.png,23.951627678381016,0.375,8.98186037939288,2
41,real_A,0042_real_A.png,25.551692709343417,0.6875,17.566788737673598,1
42,real_A,0043_real_A.png,28.52006578757975,0.375,10.695024670342406,1
43,real_A,0044_real_A.png,16.300124296057152,0.0625,1.018757768503572,4
44,real_A,0045_real_A.png,25.153381638330305,0.5,12.576690819165153,1
45,real_A,0046_real_A.png,18.326208901744316,0.375,6.8723283381541185,2
46,real_A,0047_real_A.png,21.89829727060468,0.5,10.94914863530234,1
47,real_A,0048_real_A.png,28.302232395896276,0.5625,15.920005722691656,1
48,real_A,0049_real_A.png,30.63802813219656,0.5,15.31901406609828,1
49,real_A,0050_real_A.png,28.11537706759953,0.5625,15.814899600524734,1
50,real_A,0051_real_A.png,20.162933871012246,0.6875,13.86201703632092,1
51,real_A,0052_real_A.png,30.970176876023057,0.75,23.227632657017292,1
52,real_A,0053_real_A.png,18.50858138667481,0.0625,1.1567863366671756,4
53,real_A,0054_real_A.png,27.802399152002558,0.4375,12.16354962900112,1
54,real_A,0055_real_A.png,25.28067725489494,0.75,18.960507941171205,1
55,real_A,0056_real_A.png,22.83429765652293,0.6875,15.698579638859515,1
56,real_A,0057_real_A.png,26.53802009718574,0.625,16.586262560741087,1
57,real_A,0058_real_A.png,20.946016465328693,0.5625,11.78213426174739,1
58,real_A,0059_real_A.png,24.188717242345824,0.6875,16.629743104112755,1
59,real_A,0060_real_A.png,26.31403483682915,0.4375,11.512390241112755,1
60,real_A,0061_real_A.png,26.1632402716989,0.625,16.352025169811814,1
61,real_A,0062_real_A.png,22.148678447678396,0.5,11.074339223839198,1
62,real_A,0063_real_A.png,29.54870787913734,0.625,18.467942424460837,1
63,real_A,0064_real_A.png,33.82234748539447,0.625,21.13896717837154,1
64,real_A,0065_real_A.png,22.672941135340565,0.625,14.170588209587853,1
65,real_A,0066_real_A.png,20.413671714970206,0.375,7.655126893113827,2
66,real_A,0067_real_A.png,18.074819932373753,0.5625,10.167086211960235,1
67,real_A,0068_real_A.png,29.3380159189222,0.625,18.336259949326376,1
68,real_A,0069_real_A.png,21.58356060356969,0.5625,12.14075283950795,1
69,real_A,0070_real_A.png,25.892468369735642,0.5625,14.564513457976298,1
70,real_A,0071_real_A.png,16.097095575883415,0.4375,7.042479314448994,2
71,real_A,0072_real_A.png,19.704318466402558,0.4375,8.62063932905112,2
72,real_A,0073_real_A.png,29.634432871327757,0.5,14.817216435663878,1
73,real_A,0074_real_A.png,12.974374438920421,0.0,0.0,4
74,real_A,0075_real_A.png,27.14687808977764,0.625,16.966798806111026,1
75,real_A,0076_real_A.png,26.45750930279602,0.5625,14.88234898282276,1
76,real_A,0077_real_A.png,22.804000293018174,0.6875,15.677750201449994,1
77,real_A,0078_real_A.png,16.698156740748388,0.1875,3.1309043888903227,3
78,real_A,0079_real_A.png,28.852107654463794,0.5,14.426053827231897,1
